#separator:tab
#html:true
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Atomic_Structure</div>
<img src=""Element Notation (1).png""><div><br><div><div>In element notation, A is the<font color=""#e12727"">&nbsp;</font><span class=""cloze"" data-cloze=""Mass&#x20;number"" data-ordinal=""1"">[...]</span></div></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Atomic_Structure</div>
    <img src=""Element Notation (1).png""><div><br><div><div>In element notation, A is the<font color=""#e12727"">&nbsp;</font><span class=""cloze"" data-ordinal=""1"">Mass number</span></div></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Mass Number.png"" /></div><div><br /></div>
<a href=""https://www.khanacademy.org/science/biology/chemistry--of-life/elements-and-atoms/v/introduction-to-the-atom"">Khan Academy Link</a></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table</div>
<img src=""Periodic Table Alkali Metals.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-cloze=""alkali&#x20;metals"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table</div>
    <img src=""Periodic Table Alkali Metals.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-ordinal=""1"">alkali metals</span></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><div><img src=""Screenshot 2019-03-29 09.57.38.png"" /></div><div><br /></div><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/copy-of-periodic-table-of-elements/v/periodic-table-introduction"">Khan Academy Link</a></div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table</div>
<img src=""Periodic Table Alkaline Earth Metals.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-cloze=""alkaline&#x20;earth&#x20;metals"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table</div>
    <img src=""Periodic Table Alkaline Earth Metals.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-ordinal=""1"">alkaline earth metals</span></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Screenshot 2019-03-29 09.57.38.png"" /></div><div><br /></div><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/copy-of-periodic-table-of-elements/v/periodic-table-introduction"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table</div>
<img src=""Periodic Table Transition Metals.png""><div><br><div>The elements in the groups labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-cloze=""transition&#x20;metals"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table</div>
    <img src=""Periodic Table Transition Metals.png""><div><br><div>The elements in the groups labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-ordinal=""1"">transition metals</span></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><div><img src=""Screenshot 2019-03-29 09.57.38.png"" /></div><div><br /></div><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/copy-of-periodic-table-of-elements/v/periodic-table-introduction"">Khan Academy Link</a></div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table</div>
<img src=""Periodic Table Post Transition Metals.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-cloze=""post&#x2D;transition&#x20;metals"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table</div>
    <img src=""Periodic Table Post Transition Metals.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-ordinal=""1"">post-transition metals</span></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Screenshot 2019-03-29 09.57.38.png"" /></div><div><br /></div><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/copy-of-periodic-table-of-elements/v/periodic-table-introduction"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table</div>
<img src=""Periodic Table Metalloids.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-cloze=""metalloids"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table</div>
    <img src=""Periodic Table Metalloids.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-ordinal=""1"">metalloids</span></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><div><img src=""Screenshot 2019-03-29 09.57.38.png"" /></div><div><br /></div><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/copy-of-periodic-table-of-elements/v/periodic-table-introduction"">Khan Academy Link</a></div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table</div>
<img src=""Periodic Table non metals.png""><div><br><div>The elements in the groups labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-cloze=""non&#x2D;metals"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table</div>
    <img src=""Periodic Table non metals.png""><div><br><div>The elements in the groups labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-ordinal=""1"">non-metals</span></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Screenshot 2019-03-29 09.57.38.png"" /></div><div><br /></div><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/copy-of-periodic-table-of-elements/v/periodic-table-introduction"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table</div>
<img src=""Periodic Table Halogens.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-cloze=""halogens"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table</div>
    <img src=""Periodic Table Halogens.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-ordinal=""1"">halogens</span></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Screenshot 2019-03-29 09.57.38.png"" /></div><div><br /></div><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/copy-of-periodic-table-of-elements/v/periodic-table-introduction"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table</div>
<img src=""Periodic Table Noble Gases.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-cloze=""noble&#x20;gases"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table</div>
    <img src=""Periodic Table Noble Gases.png""><div><br><div>The elements in the group labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-ordinal=""1"">noble gases</span></div></div>
    <div>&nbsp;</div>
    <div id='extra'><div><img src=""Screenshot 2019-03-29 09.57.38.png"" /></div><div><br /></div><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/copy-of-periodic-table-of-elements/v/periodic-table-introduction"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table</div>
<img src=""Periodic Table Rare Earth Metals.png""><div><br><div>The elements in the groups labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-cloze=""rare&#x20;earth&#x20;metals"" data-ordinal=""1"">[...]</span></div></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table</div>
    <img src=""Periodic Table Rare Earth Metals.png""><div><br><div>The elements in the groups labeled with&nbsp;<i>?</i>&nbsp;are known as <span class=""cloze"" data-ordinal=""1"">rare earth metals</span></div></div>
    <div>&nbsp;</div>
    <div id='extra'>Lanthanides and Actinides<div><br /><div><div><img src=""Screenshot 2019-03-29 09.57.38.png"" /></div><div><br /></div><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/copy-of-periodic-table-of-elements/v/periodic-table-introduction"">Khan Academy Link</a></div></div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
<span class=""cloze"" data-cloze=""Z&lt;sub&gt;eff&lt;&#x2F;sub&gt;"" data-ordinal=""1"">[...]</span>&nbsp;is&nbsp;the attractive positive charge of nuclear protons acting on <u>valence electrons</u>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
    <span class=""cloze"" data-ordinal=""1"">Z<sub>eff</sub></span>&nbsp;is&nbsp;the attractive positive charge of nuclear protons acting on <u>valence electrons</u>
    <div>&nbsp;</div>
    <div id='extra'><div>Z<sub>eff</sub>&nbsp;is&nbsp;always <b>less</b> than the total number of protons present in a nucleus due to the&nbsp;<i>shielding effect</i>&nbsp;from other electrons in the atom</div><div><br /></div><div><img src=""Z Effective Force (1).png"" /></div><div><br /></div>
<a href=""https://www.youtube.com/watch?v=IvSmfgxCSNQ"">YouTube Link</a></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
<div><div>What is the periodic trend for <u>effective nuclear charge</u>?</div></div><div><sub><br></sub></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Zeff&#x20;Periodic&#x20;Trend&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
    <div><div>What is the periodic trend for <u>effective nuclear charge</u>?</div></div><div><sub><br></sub></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Zeff Periodic Trend Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><a href=""https://www.youtube.com/watch?v=IvSmfgxCSNQ"">YouTube Link</a></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
<span class=""cloze"" data-cloze=""Ionization&#x20;energy"" data-ordinal=""1"">[...]</span> is the amount of energy required to <i>remove</i> an electron
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
    <span class=""cloze"" data-ordinal=""1"">Ionization energy</span> is the amount of energy required to <i>remove</i> an electron
    <div>&nbsp;</div>
    <div id='extra'><img src=""Ionization Energy.jpg"" /><div><br /><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/periodic-table-trends-bonding/v/ionization-energy-trends"">Khan Academy Link</a></div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
<div>What is the periodic trend for <b>ionization energy</b>?</div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Ionization&#x20;Energy&#x20;Trend&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
    <div>What is the periodic trend for <b>ionization energy</b>?</div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Ionization Energy Trend Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/periodic-table-trends-bonding/v/ionization-energy-trends"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
<span class=""cloze"" data-cloze=""Electron&#x20;affinity"" data-ordinal=""1"">[...]</span> is the amount of energy <u>released</u> when an electron is&nbsp;<i>added</i>&nbsp;to the atom
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
    <span class=""cloze"" data-ordinal=""1"">Electron affinity</span> is the amount of energy <u>released</u> when an electron is&nbsp;<i>added</i>&nbsp;to the atom
    <div>&nbsp;</div>
    <div id='extra'><img src=""Electron Affinity.jpg""><div><br></div><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/periodic-table-trends-bonding/v/electron-affinity"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
<div>What is the periodic trend for <i>electron affinity</i>?</div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Electron&#x20;Affinity&#x20;Trend&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
    <div>What is the periodic trend for <i>electron affinity</i>?</div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Electron Affinity Trend Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/periodic-table-trends-bonding/v/electron-affinity"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
<span class=""cloze"" data-cloze=""Electronegativity"" data-ordinal=""1"">[...]</span> is a measure of how strongly atoms <i>attract</i> electrons
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
    <span class=""cloze"" data-ordinal=""1"">Electronegativity</span> is a measure of how strongly atoms <i>attract</i> electrons
    <div>&nbsp;</div>
    <div id='extra'><img src=""Electronegativity.jpg"" /><div><br /><div><a href=""https://www.khanacademy.org/science/biology/chemistry--of-life/chemical-bonds-and-reactions/v/electronegativity-trends"">Khan Academy Link</a></div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
<div>What is the periodic trend for <u>electronegativity?</u></div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Electronegativity&#x20;Trend&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
    <div>What is the periodic trend for <u>electronegativity?</u></div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Electronegativity Trend Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><div><a href=""https://www.khanacademy.org/science/biology/chemistry--of-life/chemical-bonds-and-reactions/v/electronegativity-trends"">Khan Academy Link</a></div></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
<div>What is the periodic trend for <i>atomic size</i>?</div><div><br></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Atomic&#x20;Size&#x20;Periodic&#x20;Trend&#x20;Complete&#x2E;png&quot;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
    <div>What is the periodic trend for <i>atomic size</i>?</div><div><br></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Atomic Size Periodic Trend Complete.png""></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><a href=""https://www.khanacademy.org/science/chemistry/periodic-table/periodic-table-trends-bonding/v/atomic-radius-trend"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
<div><div>Give the approximate electronegativity values of H, C, N, O, and F</div></div><div><br /></div><div><span class=""cloze"" data-cloze=""&lt;img&#x20;src&#x3D;&quot;Common&#x20;Electronegativities&#x20;Complete&#x2E;png&quot;&#x20;&#x2F;&gt;"" data-ordinal=""1"">[...]</span></div>
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Periodic_Table::Periodic_Trends</div>
    <div><div>Give the approximate electronegativity values of H, C, N, O, and F</div></div><div><br /></div><div><span class=""cloze"" data-ordinal=""1""><img src=""Common Electronegativities Complete.png"" /></span></div>
    <div>&nbsp;</div>
    <div id='extra'><div><a href=""https://www.khanacademy.org/science/biology/chemistry--of-life/chemical-bonds-and-reactions/v/electronegativity-trends"">Khan Academy Link</a></div></div>
</div>"
"<div id=""kard"">
<div class=""tags"">MileDown::General_Chemistry::Bonding</div>
A/an <span class=""cloze"" data-cloze=""covalent"" data-ordinal=""1"">[...]</span> bond is the sharing of electrons between two elements
</div>"	"<div id=""kard"">
    <div class=""tags"" id='tags'>MileDown::General_Chemistry::Bonding</div>
    A/an <span class=""cloze"" data-ordinal=""1"">covalent</span> bond is the sharing of electrons between two elements
    <div>&nbsp;</div>
    <div id='extra'><img src=""Covalent Bonds.png"" /><div><br /></div><a href=""https://www.khanacademy.org/science/biology/chemistry--of-life/chemical-bonds-and-reactions/v/ionic-covalent-and-metallic-bonds"">Khan Academy Link</a></div>
</div>"
